#feature                                                         ;occurence
CONFIG_VIDEO_TM6000                                             ;4
CONFIG_VIDEO_TM6000_DVB                                         ;2
CONFIG_DVB_USB                                                  ;2
CONFIG_DVB_USB_DEBUG                                            ;2
CONFIG_DVB_USB_DIB3000MC                                        ;2
CONFIG_DVB_USB_A800                                             ;2
CONFIG_DVB_USB_DIB0700                                          ;1
CONFIG_DVB_USB_UMT_010                                          ;2
CONFIG_DVB_USB_CXUSB                                            ;2
CONFIG_DVB_USB_M920X                                            ;2
CONFIG_DVB_USB_VP7045                                           ;2
CONFIG_DVB_USB_VP702X                                           ;1
CONFIG_DVB_USB_GP8PSK                                           ;2
CONFIG_DVB_USB_NOVA_T_USB2                                      ;1
CONFIG_DVB_USB_AF9005                                           ;1
CONFIG_DVB_USB_AF9005_REMOTE                                    ;1
CONFIG_DVB_USB_PCTV452E                                         ;2
CONFIG_DVB_USB_DW2102                                           ;1
CONFIG_DVB_USB_FRIIO                                            ;1
CONFIG_DVB_USB_TECHNISAT_USB2                                   ;1
CONFIG_DVB_USB_LME2510                                          ;1
CONFIG_DVB_B2C2_FLEXCOP_USB_DEBUG                               ;3
CONFIG_VIDEO_TW5864                                             ;7
CONFIG_VIDEO_CX88_BLACKBIRD                                     ;2
CONFIG_VIDEO_CX88_MPEG                                          ;2
CONFIG_DVB_DM1105                                               ;1
CONFIG_DVB_PT3                                                  ;6
CONFIG_MANTIS_CORE                                              ;2
CONFIG_DVB_MANTIS                                               ;2
CONFIG_VIDEO_CAFE_CCIC                                          ;4
CONFIG_VIDEO_DM355_CCDC                                         ;4
CONFIG_VIDEO_MEDIATEK_VCODEC                                    ;5
CONFIG_VIDEO_MEM2MEM_DEINTERLACE                                ;6
CONFIG_VIDEO_SAMSUNG_S5P_MFC                                    ;5
CONFIG_VIDEO_STI_BDISP                                          ;6
CONFIG_VIDEO_SH_VEU                                             ;10
CONFIG_VIDEO_RENESAS_JPU                                        ;5
CONFIG_VIDEO_TI_VPE                                             ;4
CONFIG_VIDEO_TI_VPE_DEBUG                                       ;3
CONFIG_VIDEO_TI_VPDMA                                           ;4
CONFIG_VIDEO_TI_SC                                              ;4
CONFIG_VIDEO_TI_CSC                                             ;4
CONFIG_RADIO_TIMBERDALE                                         ;2
CONFIG_DVB_B2C2_FLEXCOP_DEBUG                                   ;5
CONFIG_DVB_RTL2832_SDR                                          ;4
CONFIG_DVB_GP8PSK_FE                                            ;2
CONFIG_DRM_GMA3600                                              ;15
CONFIG_FB_GEODE_LX                                              ;7
CONFIG_XEN_FBDEV_FRONTEND                                       ;3
CONFIG_FB_HYPERV                                                ;6
CONFIG_HID_HYPERV_MOUSE                                         ;7
CONFIG_USB_EHCI_PCI                                             ;9
CONFIG_USB_UHCI_HCD                                             ;10
CONFIG_USB_WHCI_HCD                                             ;9
CONFIG_USB_STORAGE_REALTEK                                      ;12
CONFIG_USB_DWC3_PCI                                             ;5
CONFIG_XEN_BALLOON_MEMORY_HOTPLUG_LIMIT                         ;1
CONFIG_XEN_TMEM                                                 ;3
CONFIG_XEN_ACPI_PROCESSOR                                       ;1
CONFIG_XEN_HAVE_PVMMU                                           ;3
CONFIG_XEN_HAVE_VPMU                                            ;3
CONFIG_VIDEO_BCM2835                                            ;3
CONFIG_THINKPAD_ACPI_HOTKEY_POLL                                ;10
CONFIG_CLK_BCM_SR                                               ;13
CONFIG_COMMON_CLK_MT6797                                        ;15
CONFIG_COMMON_CLK_MT6797_MMSYS                                  ;9
CONFIG_COMMON_CLK_MT6797_IMGSYS                                 ;10
CONFIG_COMMON_CLK_MT6797_VENCSYS                                ;5
CONFIG_CLK_EMEV2                                                ;6
CONFIG_S3C2410_COMMON_CLK                                       ;14
CONFIG_SUNXI_CCU                                                ;18
CONFIG_SUN50I_A64_CCU                                           ;11
CONFIG_SUN5I_CCU                                                ;11
CONFIG_SUN6I_A31_CCU                                            ;6
CONFIG_SUN8I_A23_CCU                                            ;9
CONFIG_SUN8I_V3S_CCU                                            ;9
CONFIG_SUN9I_A80_CCU                                            ;12
CONFIG_SUN8I_R_CCU                                              ;10
CONFIG_PHY_ROCKCHIP_TYPEC                                       ;19
CONFIG_PHY_EXYNOS_PCIE                                          ;13
CONFIG_UBIFS_FS_ENCRYPTION                                      ;4
CONFIG_SQUASHFS_FILE_CACHE                                      ;9
CONFIG_QNX6FS_DEBUG                                             ;8
CONFIG_FONT_SUN12x22                                            ;5
CONFIG_PATA_PLATFORM                                            ;9
CONFIG_TOUCHSCREEN_PCAP                                         ;4
CONFIG_INPUT_CPCAP_PWRBUTTON                                    ;3
CONFIG_INPUT_PCAP                                               ;3
CONFIG_GPIO_PCA953X_IRQ                                         ;15
CONFIG_ARMADA_THERMAL                                           ;9
CONFIG_BCM2835_THERMAL                                          ;5
CONFIG_EXYNOS_THERMAL                                           ;7
CONFIG_MAX77620_WATCHDOG                                        ;17
CONFIG_EZX_PCAP                                                 ;12
CONFIG_VIDEO_V4L2_SUBDEV_API                                    ;10
CONFIG_V4L2_FLASH_LED_CLASS                                     ;7
CONFIG_VIDEO_DAVINCI_VPIF_DISPLAY                               ;3
CONFIG_VIDEO_MUX                                                ;3
CONFIG_VIDEO_AM437X_VPFE                                        ;1
CONFIG_VIDEO_RCAR_VIN                                           ;2
CONFIG_VIDEO_TI_CAL                                             ;2
CONFIG_VIDEO_STI_HVA                                            ;5
CONFIG_VIDEO_RENESAS_VSP1                                       ;2
CONFIG_VIDEO_VIMC                                               ;2
CONFIG_RADIO_TEA5764_XTAL                                       ;2
CONFIG_VIDEO_ADV7180                                            ;6
CONFIG_VIDEO_ADV7604                                            ;4
CONFIG_VIDEO_ADV7604_CEC                                        ;2
CONFIG_VIDEO_ADV7842                                            ;5
CONFIG_VIDEO_ADV7842_CEC                                        ;3
CONFIG_VIDEO_DW9714                                             ;2
CONFIG_VIDEO_TC358743                                           ;5
CONFIG_VIDEO_ADV7511                                            ;4
CONFIG_VIDEO_ADV7511_CEC                                        ;3
CONFIG_VIDEO_APTINA_PLL                                         ;3
CONFIG_VIDEO_OV5645                                             ;2
CONFIG_VIDEO_OV9650                                             ;3
CONFIG_VIDEO_MT9M032                                            ;2
CONFIG_VIDEO_MT9T001                                            ;4
CONFIG_VIDEO_NOON010PC30                                        ;2
CONFIG_VIDEO_M5MOLS                                             ;3
CONFIG_VIDEO_S5K6AA                                             ;3
CONFIG_VIDEO_S5K4ECGX                                           ;5
CONFIG_VIDEO_ET8EK8                                             ;4
CONFIG_SOC_CAMERA_IMX074                                        ;4
CONFIG_SOC_CAMERA_MT9M111                                       ;4
CONFIG_SOC_CAMERA_OV9740                                        ;2
CONFIG_SOC_CAMERA_TW9910                                        ;3
CONFIG_VIDEO_GS1662                                             ;3
CONFIG_SND_SOC_SIRF_AUDIO                                       ;2
